msno,song_id,source_system_tab,source_screen_name,source_type,target,song_length,composer,lyricist,language,year,country,genre,artist,city,gender,registered_via,app_age,registration
27736,1798866,2,9,6,0,296437,165626,33317,1,2010,124,89,196120,14,1,5,2103,2838
27736,1902165,2,9,6,0,261433,0,0,1,2010,124,89,196120,14,1,5,2103,2838
27736,1538330,2,9,6,0,235676,0,0,5,2016,161,5,157010,14,1,5,2103,2838
27736,563596,8,4,12,1,233534,0,0,7,2014,124,89,27249,14,1,5,2103,2838
27736,1216892,8,4,12,0,209711,0,0,7,2014,124,89,27249,14,1,5,2103,2838
27736,410355,8,4,12,0,236564,44646,0,5,2009,161,103,102863,14,1,5,2103,2838
27736,26353,8,4,12,1,234997,274524,0,7,2014,81,36,38300,14,1,5,2103,2838
27736,507654,8,4,12,1,221292,43077,61086,7,2012,81,89,133532,14,1,5,2103,2838
27736,757124,2,9,6,0,533629,891,19899,8,2015,124,89,83585,14,1,5,2103,2838
27736,1858838,8,4,12,1,182125,0,91450,7,2013,81,89,118533,14,1,5,2103,2838
27736,1177429,8,4,12,1,416846,42457,0,4,2012,161,32,86869,14,1,5,2103,2838
27736,1436845,8,4,12,1,309524,161961,0,4,2014,134,32,24084,14,1,5,2103,2838
27736,337560,8,4,12,1,463841,0,0,5,2014,134,32,135485,14,1,5,2103,2838
27736,1284797,2,9,6,0,169824,299546,41146,1,2014,118,89,117013,14,1,5,2103,2838
27736,335993,8,4,12,1,209536,217036,0,5,2011,161,89,118893,14,1,5,2103,2838
27736,916488,8,4,12,1,176483,228956,0,5,2008,161,89,63914,14,1,5,2103,2838
27736,310414,5,8,11,1,188174,9839,0,5,2015,161,89,12980,14,1,5,2103,2838
27736,1641565,8,4,12,1,233116,0,0,5,2016,161,150,66860,14,1,5,2103,2838
27736,1756149,5,8,11,0,185155,0,0,5,2015,161,89,135485,14,1,5,2103,2838
27736,738743,2,9,6,0,252133,81978,116727,8,2015,124,89,83585,14,1,5,2103,2838
27736,1468319,2,9,6,1,341077,248482,111661,1,2013,124,89,223224,14,1,5,2103,2838
27736,864540,2,9,6,0,252586,0,0,8,2006,0,89,159795,14,1,5,2103,2838
27736,1969904,8,4,12,0,225326,82916,0,5,2012,161,5,60298,14,1,5,2103,2838
27736,114107,8,4,12,0,289123,228956,0,5,2009,161,89,63914,14,1,5,2103,2838
27736,740691,2,9,6,0,217920,187255,101270,1,2013,124,89,36371,14,1,5,2103,2838
27736,1217302,8,4,12,0,275330,0,0,3,2011,39,89,234047,14,1,5,2103,2838
27736,1762716,8,4,12,1,193619,270945,92848,7,2015,81,36,73374,14,1,5,2103,2838
27736,1682409,8,4,12,0,183047,16993,24212,7,2012,81,89,22498,14,1,5,2103,2838
27736,1625765,8,4,12,1,199830,0,0,7,2010,30,89,80226,14,1,5,2103,2838
27736,2127630,2,9,6,0,191425,0,0,4,2011,161,5,66210,14,1,5,2103,2838
27736,27840,7,5,11,0,265142,0,0,5,2014,200,32,190138,14,1,5,2103,2838
27736,128888,8,4,12,0,275539,269259,67466,1,2015,124,89,70239,14,1,5,2103,2838
27736,427280,8,4,12,1,227741,159501,87647,7,2016,81,36,51647,14,1,5,2103,2838
27736,1861763,8,4,12,1,186096,225129,0,7,2014,81,36,51647,14,1,5,2103,2838
27736,419521,8,4,12,1,245342,244087,90260,7,2006,0,89,67154,14,1,5,2103,2838
27736,2226692,8,4,12,1,298143,0,0,5,2006,0,32,183432,14,1,5,2103,2838
27736,1380397,8,4,12,1,221425,0,0,5,2003,161,66,62107,14,1,5,2103,2838
27736,1876860,8,4,12,0,216177,0,0,5,2011,161,89,109817,14,1,5,2103,2838
27736,1752191,7,0,11,1,224611,284406,35325,5,2016,111,150,138300,14,1,5,2103,2838
27736,477072,8,4,12,1,285651,0,0,5,2007,161,5,50730,14,1,5,2103,2838
27736,486404,8,9,6,1,205543,333987,0,4,2015,141,150,143295,14,1,5,2103,2838
27736,1649880,8,9,6,1,177972,0,0,5,2014,182,32,226521,14,1,5,2103,2838
27736,229127,5,8,11,1,224583,0,0,5,2012,161,136,214910,14,1,5,2103,2838
27736,1611246,7,5,1,1,200881,173419,0,5,2010,161,5,27147,14,1,5,2103,2838
27736,1151983,8,4,12,1,241812,0,0,5,2008,161,5,50730,14,1,5,2103,2838
27736,1663622,5,8,11,1,192075,143429,0,5,2014,161,103,190866,14,1,5,2103,2838
27736,1561992,8,4,12,1,171223,0,0,5,2008,200,136,78140,14,1,5,2103,2838
27736,2009466,8,4,12,1,205728,282748,17098,5,2006,161,165,60298,14,1,5,2103,2838
27736,2265368,2,9,6,0,277838,134352,36002,1,2004,124,89,191957,14,1,5,2103,2838
27736,1179448,7,5,11,0,247431,194865,127255,1,2016,124,62,119480,14,1,5,2103,2838
27736,1039399,7,5,11,0,230591,178832,125739,5,2016,161,89,204708,14,1,5,2103,2838
27736,535363,8,4,12,0,203128,199484,26632,1,2013,124,5,31763,14,1,5,2103,2838
27736,426331,8,4,12,0,320496,195448,0,4,1975,200,89,139892,14,1,5,2103,2838
27736,2196275,5,8,11,1,220577,320715,70943,5,2008,161,5,27147,14,1,5,2103,2838
27736,1676652,5,8,11,1,280961,161551,0,5,2012,161,89,126455,14,1,5,2103,2838
27736,1024497,5,8,11,0,251239,295881,0,5,2016,161,58,137324,14,1,5,2103,2838
27736,1863696,8,4,12,1,245760,182873,0,5,2013,200,136,19476,14,1,5,2103,2838
27736,1988510,8,4,12,1,230086,0,0,7,2012,124,89,32630,14,1,5,2103,2838
27736,660615,2,9,6,0,234753,0,0,1,2010,124,89,217758,14,1,5,2103,2838
27736,169119,5,8,11,1,180175,261446,115032,5,2015,200,66,149820,14,1,5,2103,2838
27736,1065370,7,5,11,0,213228,306102,0,5,2006,200,89,167136,14,1,5,2103,2838
27736,1549457,2,9,6,0,404375,0,0,4,1959,200,3,97560,14,1,5,2103,2838
27736,1677705,7,5,11,0,224583,107760,0,5,2010,200,58,165363,14,1,5,2103,2838
27736,1740961,8,4,12,1,248825,107760,0,5,2015,200,58,165363,14,1,5,2103,2838
27736,1604961,8,4,12,0,179768,0,0,5,2010,161,175,49171,14,1,5,2103,2838
27736,249572,2,9,6,0,273763,0,0,8,2006,0,89,159795,14,1,5,2103,2838
27736,445048,8,4,12,0,199784,196852,22988,1,2014,124,89,227044,14,1,5,2103,2838
27736,2148140,8,4,12,0,289436,106622,101092,1,2007,124,89,207823,14,1,5,2103,2838
27736,1538154,8,4,12,0,302672,0,0,1,2002,118,89,213294,14,1,5,2103,2838
27736,65598,5,8,11,0,241951,13461,0,5,2010,161,89,91757,14,1,5,2103,2838
27736,1988303,5,8,11,1,236181,297843,38747,5,2014,200,32,220305,14,1,5,2103,2838
27736,461563,8,9,6,1,178700,71294,0,4,2015,13,150,34046,14,1,5,2103,2838
27736,309845,7,5,11,0,222052,214770,0,5,2011,200,89,59102,14,1,5,2103,2838
27736,237142,8,4,12,0,206007,277336,0,7,2014,81,36,142657,14,1,5,2103,2838
27736,206932,8,4,12,1,227317,0,0,5,2004,161,5,33818,14,1,5,2103,2838
27736,1524522,5,8,11,0,223111,317793,0,5,2011,200,5,125059,14,1,5,2103,2838
27736,1378041,5,8,11,1,87771,56188,0,5,2015,161,165,135485,14,1,5,2103,2838
27736,598820,8,4,12,1,198113,328581,82321,7,2013,81,36,57369,14,1,5,2103,2838
27736,758653,8,4,12,0,177841,156616,10298,1,2012,124,89,17692,14,1,5,2103,2838
27736,57111,7,5,11,1,246688,353447,0,5,2011,161,66,71651,14,1,5,2103,2838
27736,502601,2,9,6,1,216781,0,0,1,2008,124,89,85049,14,1,5,2103,2838
27736,2008960,5,8,11,0,216633,319717,69556,5,2015,200,32,146875,14,1,5,2103,2838
27736,164419,8,4,12,1,229862,39945,56640,5,2015,200,32,8817,14,1,5,2103,2838
27736,2020618,5,8,11,1,226063,31967,0,5,2015,161,32,42512,14,1,5,2103,2838
27736,553632,5,8,11,1,170620,182901,0,5,2013,182,32,221105,14,1,5,2103,2838
27736,2292274,8,4,12,1,243739,309111,54538,1,2005,124,89,35031,14,1,5,2103,2838
27736,478144,5,8,8,1,196255,103991,0,5,2015,182,32,164295,14,1,5,2103,2838
27736,324574,5,8,8,1,344491,53700,0,5,2015,182,32,164295,14,1,5,2103,2838
27736,962723,8,4,12,1,232942,233816,0,5,2008,161,5,217152,14,1,5,2103,2838
27736,804970,8,4,12,1,160542,264403,0,5,2005,161,136,237800,14,1,5,2103,2838
27736,505042,7,5,11,0,229146,324116,75942,4,2012,39,89,197085,14,1,5,2103,2838
27736,1475388,8,4,12,0,234997,25484,36270,5,2002,161,5,33818,14,1,5,2103,2838
27736,953846,8,9,6,1,128835,243438,0,5,2013,200,32,238101,14,1,5,2103,2838
27736,654446,8,9,6,1,214883,153187,0,5,2014,182,32,203610,14,1,5,2103,2838
27736,1780173,5,8,11,1,234985,0,0,5,2015,135,182,189243,14,1,5,2103,2838
27736,1653594,5,8,8,1,293871,257714,0,5,2015,182,32,164295,14,1,5,2103,2838
27736,1830999,8,4,12,0,227880,0,0,4,2011,161,5,66210,14,1,5,2103,2838
27736,703113,8,4,12,1,297958,233867,0,5,2002,161,5,70511,14,1,5,2103,2838
27736,1060145,2,9,6,0,274024,275680,67781,1,2007,124,89,105565,14,1,5,2103,2838
27736,442999,8,4,12,0,232106,317993,0,5,2010,200,125,183016,14,1,5,2103,2838
27736,291321,5,8,11,1,231828,228389,0,5,2010,161,89,63200,14,1,5,2103,2838
27736,2262293,8,4,12,1,211173,0,0,5,2004,161,5,217695,14,1,5,2103,2838
27736,686603,8,4,12,1,211440,164354,105190,5,2007,161,89,129489,14,1,5,2103,2838
27736,1982396,8,4,12,1,202710,0,0,5,2012,161,89,38713,14,1,5,2103,2838
27736,794525,8,4,12,1,190693,0,0,7,2015,81,36,6808,14,1,5,2103,2838
27736,2187473,8,4,12,1,244192,52805,0,5,2003,161,66,103883,14,1,5,2103,2838
27736,1626652,8,4,12,1,205635,185894,0,7,2009,81,89,148669,14,1,5,2103,2838
27736,1657263,8,4,12,0,212416,170989,0,5,2015,200,32,41263,14,1,5,2103,2838
27736,2242968,8,4,12,0,222541,0,0,3,2010,39,66,204267,14,1,5,2103,2838
27736,1393374,8,4,12,1,178236,108478,0,5,2015,141,32,174806,14,1,5,2103,2838
27736,1878924,8,4,12,1,237191,0,0,5,2012,161,89,201828,14,1,5,2103,2838
27736,2276884,2,9,6,0,264986,244310,90580,1,2015,39,89,224817,14,1,5,2103,2838
27736,761327,8,4,12,1,276271,51249,72658,5,2006,161,89,68036,14,1,5,2103,2838
27736,572463,8,4,12,1,209397,0,0,4,2011,161,136,231046,14,1,5,2103,2838
27736,1814858,8,4,12,1,136626,0,0,5,2012,161,136,177112,14,1,5,2103,2838
27736,1486117,2,9,6,0,162795,298671,0,1,2015,124,62,144854,14,1,5,2103,2838
27736,1182461,8,4,12,1,225906,0,0,5,2011,200,136,68953,14,1,5,2103,2838
27736,914483,8,4,12,1,254050,203190,31931,5,1972,161,89,223126,14,1,5,2103,2838
27736,400161,8,4,12,1,185574,65773,0,5,2014,161,58,120974,14,1,5,2103,2838
27736,1514092,2,9,6,0,325903,31165,0,1,2015,124,62,144854,14,1,5,2103,2838
27736,1827769,8,4,12,1,263360,311857,0,5,1995,161,136,138150,14,1,5,2103,2838
27736,1565559,8,4,12,1,230817,145456,0,5,2010,200,89,124297,14,1,5,2103,2838
27736,137562,8,9,6,1,288670,266289,0,4,2015,141,150,135485,14,1,5,2103,2838
27736,1506701,8,9,6,1,194397,330778,32271,3,2014,39,89,77281,14,1,5,2103,2838
27736,1925836,2,9,6,0,269792,43918,67518,1,2006,0,89,94282,14,1,5,2103,2838
27736,1423101,8,4,12,0,263592,6108,0,5,2008,161,66,214670,14,1,5,2103,2838
27736,785093,5,8,8,1,192261,37227,0,5,2015,182,32,164295,14,1,5,2103,2838
27736,128878,8,4,12,0,207934,38045,113826,1,2009,124,89,189304,14,1,5,2103,2838
27736,58978,8,4,12,1,219742,0,0,7,2013,124,89,163414,14,1,5,2103,2838
27736,1405909,8,4,12,1,238422,108716,0,5,2014,169,32,131101,14,1,5,2103,2838
27736,1364828,8,4,12,0,260620,260696,0,5,2015,161,66,142312,14,1,5,2103,2838
27736,2270565,7,5,11,1,180950,0,0,5,2015,161,89,83183,14,1,5,2103,2838
27736,1401153,8,4,12,1,198034,54783,77737,4,2013,169,32,118253,14,1,5,2103,2838
27736,719949,5,8,11,0,317556,78918,0,5,2013,200,89,104818,14,1,5,2103,2838
27736,728023,8,4,12,0,237447,0,0,5,2007,161,5,12980,14,1,5,2103,2838
27736,28932,8,4,12,1,234893,0,0,1,2011,124,165,135485,14,1,5,2103,2838
27736,1367656,7,5,11,0,385436,324462,76460,5,2016,161,89,191655,14,1,5,2103,2838
27736,207602,8,4,12,0,237586,121909,0,5,2005,161,5,217144,14,1,5,2103,2838
27736,523916,2,9,6,0,216317,89082,0,5,2016,161,17,86952,14,1,5,2103,2838
27736,1820028,8,9,6,1,262478,340597,0,4,2003,134,150,8412,14,1,5,2103,2838
27736,280634,8,9,6,1,335203,289947,0,4,2014,200,32,163429,14,1,5,2103,2838
27736,116260,2,9,6,0,281286,0,0,1,2009,124,89,196120,14,1,5,2103,2838
27736,877212,2,9,6,0,394507,78742,4654,3,2014,39,89,194944,14,1,5,2103,2838
27736,1919315,8,4,12,0,256444,242087,113027,1,2014,118,89,64306,14,1,5,2103,2838
27736,1657078,5,8,11,0,248659,0,0,5,2015,161,89,52358,14,1,5,2103,2838
27736,1708279,8,4,12,1,231418,0,0,5,2007,161,5,27147,14,1,5,2103,2838
27736,2054860,8,4,12,0,285512,28259,0,4,2015,161,32,188411,14,1,5,2103,2838
27736,115767,2,9,6,0,259448,79995,4158,1,2012,124,89,106253,14,1,5,2103,2838
27736,197493,7,5,11,0,247875,0,0,4,2015,153,32,86455,14,1,5,2103,2838
27736,1929518,8,4,12,1,200202,209177,40263,7,2016,81,36,118533,14,1,5,2103,2838
27736,316459,8,4,12,1,164536,312623,0,5,2005,161,89,61421,14,1,5,2103,2838
27736,371896,8,4,12,0,229459,0,0,3,2011,41,89,95712,14,1,5,2103,2838
27736,624192,5,8,11,0,197120,155197,4899,4,2015,200,32,206196,14,1,5,2103,2838
27736,1461889,8,4,12,1,278082,227236,0,4,2014,161,32,239170,14,1,5,2103,2838
27736,1227214,8,4,12,1,215144,0,0,7,2014,161,36,86484,14,1,5,2103,2838
27736,768783,8,4,12,0,215853,159793,54209,7,2013,81,89,201646,14,1,5,2103,2838
27736,473017,5,8,11,1,252076,253234,0,5,2013,161,5,122889,14,1,5,2103,2838
27736,446215,8,4,12,1,251518,268084,0,5,2005,161,5,217144,14,1,5,2103,2838
27736,1780115,5,8,11,0,223468,268084,0,5,2007,161,5,217144,14,1,5,2103,2838
27736,837601,8,4,12,0,241893,127628,115342,1,2007,124,89,79839,14,1,5,2103,2838
27736,1436086,7,0,11,1,182204,316186,64586,5,2016,161,32,46587,14,1,5,2103,2838
27736,1897042,8,4,12,0,200837,111191,29901,5,2014,200,17,147912,14,1,5,2103,2838
27736,886505,5,8,11,0,239537,351156,0,5,2011,161,89,91757,14,1,5,2103,2838
27736,191976,8,4,12,0,204614,0,0,4,2009,200,89,140428,14,1,5,2103,2838
27736,2139493,8,4,12,0,274506,142853,0,5,1982,161,66,81509,14,1,5,2103,2838
27736,1496332,8,4,12,1,276363,0,0,4,2010,161,66,129477,14,1,5,2103,2838
27736,1260067,5,8,11,0,280450,0,0,5,2008,161,89,129477,14,1,5,2103,2838
27736,1047116,2,9,6,0,215265,0,0,1,2006,0,89,98951,14,1,5,2103,2838
27736,2261859,8,4,12,1,187297,259883,0,5,2009,161,136,167326,14,1,5,2103,2838
27736,1621652,5,8,11,1,192862,0,0,5,2015,161,5,33818,14,1,5,2103,2838
27736,666449,5,8,11,1,280404,128704,0,5,1988,161,136,214910,14,1,5,2103,2838
27736,1345906,8,4,12,1,223329,0,0,5,2010,161,66,28218,14,1,5,2103,2838
27736,332237,2,9,6,0,220961,85766,12002,1,2006,0,165,221269,14,1,5,2103,2838
27736,1237431,5,8,11,1,230249,157848,0,5,2015,200,32,128519,14,1,5,2103,2838
27736,122626,2,9,6,0,271069,301209,0,4,2006,141,3,121750,14,1,5,2103,2838
27736,617974,8,4,12,1,266007,277784,0,5,2001,161,66,129471,14,1,5,2103,2838
27736,2032871,8,4,12,0,383720,84376,0,4,2012,161,32,88210,14,1,5,2103,2838
27736,905453,5,8,11,1,211858,0,0,5,2016,40,32,40406,14,1,5,2103,2838
27736,1977610,8,4,12,1,189335,14234,20288,7,2015,81,89,164585,14,1,5,2103,2838
27736,289363,8,9,6,1,405551,0,0,4,2015,161,32,64196,14,1,5,2103,2838
27736,1430638,7,0,11,1,202478,254285,0,5,2016,182,32,129541,14,1,5,2103,2838
27736,1279976,8,4,12,1,190310,0,0,7,2008,81,89,73980,14,1,5,2103,2838
27736,757942,8,4,12,0,273293,339398,0,4,2013,134,32,189686,14,1,5,2103,2838
27736,1552692,8,4,12,0,244041,0,0,5,1999,161,89,38713,14,1,5,2103,2838
27736,1148911,1,2,10,0,207957,360262,0,5,2016,161,32,209358,14,1,5,2103,2838
27736,644753,2,9,6,0,223164,198949,25905,5,2016,161,5,24174,14,1,5,2103,2838
27736,1883720,8,4,12,0,260713,350673,113689,1,2013,124,165,111127,14,1,5,2103,2838
27736,1238196,5,8,11,1,224769,353242,0,5,2010,161,136,214910,14,1,5,2103,2838
27736,1165769,8,4,12,0,216247,165963,107553,5,2012,200,89,220305,14,1,5,2103,2838
27736,1317677,8,4,12,0,248659,0,0,4,2006,0,32,152679,14,1,5,2103,2838
27736,710684,8,4,12,1,210425,108850,26555,4,2013,161,32,111711,14,1,5,2103,2838
27736,1386157,8,4,12,1,225234,342289,0,7,2014,81,89,41391,14,1,5,2103,2838
27736,915413,8,4,12,0,202710,216717,0,7,2014,81,89,41391,14,1,5,2103,2838
27736,208839,8,4,12,1,187942,343243,103144,7,2015,81,89,191537,14,1,5,2103,2838
27736,1501696,8,4,12,1,216920,195305,0,5,2011,81,32,13066,14,1,5,2103,2838
27736,651269,8,4,12,1,164002,0,0,5,2012,161,58,175627,14,1,5,2103,2838
27736,2166033,5,8,11,1,148483,108716,0,5,2013,169,32,131101,14,1,5,2103,2838
27736,1011500,8,4,12,1,260295,0,0,1,2007,124,62,45974,14,1,5,2103,2838
27736,1839521,5,8,11,1,232849,324680,0,5,2015,182,32,164295,14,1,5,2103,2838
27736,1951210,5,8,11,0,209490,256931,108536,5,2013,161,89,206328,14,1,5,2103,2838
27736,2173176,2,9,6,0,225593,184094,51067,1,2013,124,89,227921,14,1,5,2103,2838
27736,774679,8,4,12,1,207214,152526,0,7,2015,81,36,194070,14,1,5,2103,2838
27736,95806,7,0,11,1,222667,102819,17890,5,2016,161,32,8644,14,1,5,2103,2838
27736,1440971,8,4,12,1,213611,106904,23732,5,2014,161,89,191655,14,1,5,2103,2838
27736,1123201,8,4,12,1,210837,165730,0,7,2015,81,36,194070,14,1,5,2103,2838
27736,1217375,8,4,12,1,237540,0,0,4,2008,161,66,28218,14,1,5,2103,2838
27736,1254254,8,4,12,1,338872,359110,112744,4,2008,161,5,207436,14,1,5,2103,2838
27736,958625,5,4,12,0,207203,153979,0,5,2011,161,89,118893,14,1,5,2103,2838
27736,1296617,2,9,6,0,231340,309739,115068,1,2015,118,89,189304,14,1,5,2103,2838
27736,1206212,2,9,6,0,223503,282234,119605,1,2015,118,89,189304,14,1,5,2103,2838
27736,106641,2,9,6,0,184575,207367,109573,1,2013,124,165,135485,14,1,5,2103,2838
27736,2236219,8,4,12,0,150883,0,0,5,2007,161,165,105880,14,1,5,2103,2838
27736,2056756,8,4,12,1,214282,0,0,5,2002,161,66,33818,14,1,5,2103,2838
27736,1433491,7,5,11,0,187895,288319,0,5,2016,161,89,143411,14,1,5,2103,2838
27736,701207,8,4,12,1,191529,277961,20288,7,2016,81,36,118533,14,1,5,2103,2838
27736,143013,8,4,12,1,174602,107064,23963,7,2013,124,89,142384,14,1,5,2103,2838
27736,467996,5,8,11,1,196649,0,0,5,2012,161,32,21502,14,1,5,2103,2838
27736,9438,2,9,6,0,110899,345586,0,5,2013,161,165,73636,14,1,5,2103,2838
27736,2211727,8,4,12,0,204614,28761,0,5,2009,161,5,79363,14,1,5,2103,2838
27736,1776687,5,8,11,1,253492,0,0,5,2015,153,165,135485,14,1,5,2103,2838
27736,336853,8,4,12,1,215484,0,0,7,2008,81,89,57114,14,1,5,2103,2838
27736,811099,7,5,11,1,183437,347840,0,5,1973,161,120,216043,14,1,5,2103,2838
27736,1972722,2,9,6,0,144288,146972,0,4,2010,141,3,121750,14,1,5,2103,2838
27736,114978,5,8,11,0,374465,0,0,5,2010,161,136,153222,14,1,5,2103,2838
27736,679596,2,9,6,0,87980,145304,0,7,2006,0,141,65468,14,1,5,2103,2838
27736,958245,8,4,12,1,196719,176000,0,7,2014,81,36,200061,14,1,5,2103,2838
27736,1385065,5,8,11,1,228577,0,0,5,2005,161,136,214910,14,1,5,2103,2838
27736,1171207,2,9,6,0,191843,283102,51417,1,2013,124,62,190781,14,1,5,2103,2838
27736,128994,8,4,12,0,207679,340993,100033,5,2009,161,66,92931,14,1,5,2103,2838
27736,1377380,8,4,12,1,229180,0,0,5,1993,161,89,127674,14,1,5,2103,2838
27736,1698533,8,4,12,1,226742,0,0,7,2012,81,89,104889,14,1,5,2103,2838
27736,890677,8,4,12,1,178677,0,50262,7,2013,81,89,161694,14,1,5,2103,2838
27736,1282215,8,4,12,1,266553,0,0,1,2006,0,89,198188,14,1,5,2103,2838
27736,306034,8,4,12,1,192818,328856,79175,7,2012,81,32,84095,14,1,5,2103,2838
27736,940982,8,4,12,1,211022,161551,0,5,2007,161,89,126455,14,1,5,2103,2838
27736,1294356,8,4,12,0,185469,230914,88065,7,2006,0,89,67154,14,1,5,2103,2838
27736,1399097,8,4,12,0,217965,0,0,7,2012,81,89,104889,14,1,5,2103,2838
27736,734026,8,4,12,0,183066,0,0,5,2013,182,32,156723,14,1,5,2103,2838
27736,2053263,7,5,11,0,448795,75332,0,4,2012,135,89,181017,14,1,5,2103,2838
27736,1009236,8,4,12,1,197802,158910,0,7,2013,81,36,185926,14,1,5,2103,2838
27736,1643938,2,9,6,0,174567,0,0,1,1999,118,189,435,14,1,5,2103,2838
27736,257631,8,4,12,1,278593,0,0,5,2008,161,89,191655,14,1,5,2103,2838
27736,412428,8,4,12,1,209351,313573,0,5,2015,200,32,77730,14,1,5,2103,2838
27736,384930,8,4,12,1,214622,0,0,5,2014,153,136,208088,14,1,5,2103,2838
27736,1147841,8,4,12,1,156630,66540,54923,7,2012,81,89,73980,14,1,5,2103,2838
27736,1796269,8,4,12,1,198504,0,0,7,2015,118,89,38966,14,1,5,2103,2838
27736,144491,8,4,12,0,201926,14234,20288,7,2015,81,89,70364,14,1,5,2103,2838
27736,2192501,8,4,12,1,226638,0,0,7,2012,81,5,189492,14,1,5,2103,2838
27736,1885277,8,4,12,1,256244,330500,85113,5,2006,161,66,164859,14,1,5,2103,2838
27736,616555,8,4,12,1,261991,93453,4692,5,2006,161,66,164859,14,1,5,2103,2838
27736,1706389,8,4,12,0,266658,291109,29139,3,2013,39,32,108145,14,1,5,2103,2838
27736,1624580,2,9,6,0,246282,0,0,5,2016,200,66,20363,14,1,5,2103,2838
27736,1930792,7,5,11,1,251559,81852,2567,1,2016,124,62,108713,14,1,5,2103,2838
27736,1466337,8,4,12,1,188186,9785,13930,4,2013,124,89,109238,14,1,5,2103,2838
27736,1703130,5,8,7,1,248372,50505,0,3,2014,39,89,209908,14,1,5,2103,2838
27736,462723,8,4,12,0,232153,18849,85134,1,2008,124,62,167543,14,1,5,2103,2838
27736,781521,8,4,12,0,201247,218846,4373,7,2012,81,89,57114,14,1,5,2103,2838
27736,1886254,7,5,11,1,311797,9839,0,5,2007,161,5,12980,14,1,5,2103,2838
27736,537230,7,5,11,0,225227,0,0,5,2010,161,5,181448,14,1,5,2103,2838
27736,2280295,5,8,11,1,173313,85877,0,5,2015,161,32,81483,14,1,5,2103,2838
27736,1819158,2,9,6,0,315455,270430,0,1,2013,124,62,189301,14,1,5,2103,2838
27736,639702,2,9,6,0,217652,100173,55053,8,2015,124,89,83585,14,1,5,2103,2838
27736,1406468,8,4,12,1,232872,0,0,7,2011,81,89,206730,14,1,5,2103,2838
27736,1992475,8,4,12,1,210999,0,0,7,2013,124,89,218576,14,1,5,2103,2838
27736,1750689,8,4,12,1,203650,0,0,7,2016,81,36,189492,14,1,5,2103,2838
27736,2009009,2,9,6,0,271568,53799,69389,1,2006,124,89,105565,14,1,5,2103,2838
27736,1131091,8,4,12,0,267911,0,0,3,2002,39,89,42627,14,1,5,2103,2838
27736,1368247,8,4,12,1,233499,199762,0,7,2013,81,36,185926,14,1,5,2103,2838
27736,181444,8,4,12,0,206471,172614,119605,1,2007,124,89,79839,14,1,5,2103,2838
27736,668450,5,8,11,0,202040,46247,65652,5,2014,161,89,61421,14,1,5,2103,2838
27736,1247928,8,4,12,1,192354,0,0,7,2012,81,89,118533,14,1,5,2103,2838
27736,43010,8,4,12,0,201351,0,0,7,2012,81,89,74473,14,1,5,2103,2838
27736,444955,8,4,12,1,410853,0,0,5,2008,200,89,127992,14,1,5,2103,2838
27736,871192,8,4,12,0,268611,0,0,5,2015,135,89,129781,14,1,5,2103,2838
27736,73710,2,9,6,0,204149,298030,1635,1,2011,124,89,144854,14,1,5,2103,2838
27736,342859,2,9,6,0,329873,0,0,1,2007,124,89,144854,14,1,5,2103,2838
27736,441186,2,9,6,0,226951,0,0,1,2006,124,89,144854,14,1,5,2103,2838
27736,603056,2,9,6,1,295480,134352,36002,1,2008,124,62,191957,14,1,5,2103,2838
27736,1646302,2,9,6,0,268852,23048,32794,1,2000,124,89,120515,14,1,5,2103,2838
27736,1654896,8,4,12,1,206286,0,0,7,2013,161,89,141836,14,1,5,2103,2838
27736,1883666,2,9,6,0,294556,116791,43582,1,2014,124,89,121845,14,1,5,2103,2838
27736,430683,8,4,12,1,241684,241361,0,7,2014,81,36,38300,14,1,5,2103,2838
27736,2179240,8,4,12,1,218360,64802,0,7,2015,81,89,73980,14,1,5,2103,2838
27736,518934,8,4,12,1,196231,0,0,7,2006,0,89,212977,14,1,5,2103,2838
27736,1380487,5,8,11,0,520646,173823,0,5,2014,200,32,140185,14,1,5,2103,2838
27736,1475531,5,8,11,0,187245,155822,0,5,2011,161,165,202913,14,1,5,2103,2838
27736,1287489,8,4,12,0,289541,134062,44186,1,2012,124,89,78615,14,1,5,2103,2838
27736,182756,8,4,12,1,224235,0,0,7,2013,81,89,118533,14,1,5,2103,2838
27736,1236880,8,4,12,1,189779,0,0,5,2009,161,89,38713,14,1,5,2103,2838
27736,62953,8,4,12,0,363102,0,0,4,2013,200,32,206196,14,1,5,2103,2838
27736,148332,8,4,12,1,213368,0,0,7,2013,124,89,130645,14,1,5,2103,2838
27736,1326285,8,4,12,1,241998,0,0,5,2004,161,66,56376,14,1,5,2103,2838
27736,876626,8,4,12,1,219794,323126,74555,5,2016,161,5,223365,14,1,5,2103,2838
27736,1380591,8,4,12,1,179258,341139,0,1,2016,124,62,227044,14,1,5,2103,2838
27736,726543,2,9,6,0,214459,125840,0,5,2016,161,103,167424,14,1,5,2103,2838
27736,1365400,8,4,12,1,243716,315546,0,4,2013,145,32,239170,14,1,5,2103,2838
27736,1934025,5,8,11,0,239351,69152,0,5,2014,161,89,126455,14,1,5,2103,2838
27736,707387,8,4,12,0,279614,0,0,1,1999,124,89,127989,14,1,5,2103,2838
27736,2242097,2,9,6,0,193004,655,5942,1,2012,124,89,108713,14,1,5,2103,2838
